term,total_count,doc_count,doc_pct,action,reason
tcfibuqdjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
tea set,1,1,0.00,skip,"rare total<5, rare docs<3"
teapot,1,1,0.00,skip,"rare total<5, rare docs<3"
teaser,1,1,0.00,skip,"rare total<5, rare docs<3"
teduk2d7jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
tee,1,1,0.00,skip,"rare total<5, rare docs<3"
teepeed teepeed tent,1,1,0.00,skip,"rare total<5, rare docs<3"
telephone wire,1,1,0.00,skip,"rare total<5, rare docs<3"
telescope,1,1,0.00,skip,"rare total<5, rare docs<3"
television film award program,1,1,0.00,skip,"rare total<5, rare docs<3"
template,1,1,0.00,skip,"rare total<5, rare docs<3"
tennis player,1,1,0.00,skip,"rare total<5, rare docs<3"
terrace,1,1,0.00,skip,"rare total<5, rare docs<3"
test,1,1,0.00,skip,"rare total<5, rare docs<3"
tggu1ax7jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thank edit,1,1,0.00,skip,"rare total<5, rare docs<3"
thatched roof palm tree,1,1,0.00,skip,"rare total<5, rare docs<3"
theater building,1,1,0.00,skip,"rare total<5, rare docs<3"
thede,1,1,0.00,skip,"rare total<5, rare docs<3"
thermal thermal scan,1,1,0.00,skip,"rare total<5, rare docs<3"
thin wheat crack,1,1,0.00,skip,"rare total<5, rare docs<3"
thousand,1,1,0.00,skip,"rare total<5, rare docs<3"
threecan,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1373-2jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1735jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1779jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1780jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1801jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1802jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1806jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1809jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1824jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1828jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1896jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a1982jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2014jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2041jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2058jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2063jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2066jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2068jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2089jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2166jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2224jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2258jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2259jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2410jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2415jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt 4r0a2939jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt as9epuvijpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt bd28xx3njpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt cq3g1rnajpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt dty8yyu6jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt fyhre9jhjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt go,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt gvapupnxjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt hcis1j8vjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt kfixh90xjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt lm02ojv7jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt n2fcxdy1jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt ot6fvdpgjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt pac6zmazjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt pxl 20211019 214354417mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt pyqsoasejpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt qsf0esztjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt ringowgyjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt san francisco,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt soipyzndjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt tcfibuqdjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt vkgmsamljpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt vwltryqhjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thu mar gmt wpen8vymjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
thursday,1,1,0.00,skip,"rare total<5, rare docs<3"
ti tii mask,1,1,0.00,skip,"rare total<5, rare docs<3"
tibxwlaojpg,1,1,0.00,skip,"rare total<5, rare docs<3"
tick,1,1,0.00,skip,"rare total<5, rare docs<3"
tie dye shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
tie shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
tii,1,1,0.00,skip,"rare total<5, rare docs<3"
tile floor,1,1,0.00,skip,"rare total<5, rare docs<3"
timeline,1,1,0.00,skip,"rare total<5, rare docs<3"
tin,1,1,0.00,skip,"rare total<5, rare docs<3"
tire sticker,1,1,0.00,skip,"rare total<5, rare docs<3"
title,1,1,0.00,skip,"rare total<5, rare docs<3"
toaster,1,1,0.00,skip,"rare total<5, rare docs<3"
today reform,1,1,0.00,skip,"rare total<5, rare docs<3"
toilet paper dispenser,1,1,0.00,skip,"rare total<5, rare docs<3"
toilet paper roll,1,1,0.00,skip,"rare total<5, rare docs<3"
toilet roll,1,1,0.00,skip,"rare total<5, rare docs<3"
tokyo,1,1,0.00,skip,"rare total<5, rare docs<3"
tokyo toy,1,1,0.00,skip,"rare total<5, rare docs<3"
tomorrow napl,1,1,0.00,skip,"rare total<5, rare docs<3"
tonight moon,1,1,0.00,skip,"rare total<5, rare docs<3"
tool box,1,1,0.00,skip,"rare total<5, rare docs<3"
tool cabinet,1,1,0.00,skip,"rare total<5, rare docs<3"
tooth stick,1,1,0.00,skip,"rare total<5, rare docs<3"
toothpic,1,1,0.00,skip,"rare total<5, rare docs<3"
toothy expression,1,1,0.00,skip,"rare total<5, rare docs<3"
toothy look,1,1,0.00,skip,"rare total<5, rare docs<3"
topa topa,1,1,0.00,skip,"rare total<5, rare docs<3"
tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor tor,1,1,0.00,skip,"rare total<5, rare docs<3"
torch,1,1,0.00,skip,"rare total<5, rare docs<3"
toro,1,1,0.00,skip,"rare total<5, rare docs<3"
torta torta torta torta torta torta torta torta torta torta torta torta torta tor,1,1,0.00,skip,"rare total<5, rare docs<3"
total hip replacement,1,1,0.00,skip,"rare total<5, rare docs<3"
toucan,1,1,0.00,skip,"rare total<5, rare docs<3"
tour,1,1,0.00,skip,"rare total<5, rare docs<3"
tow,1,1,0.00,skip,"rare total<5, rare docs<3"
tow truck,1,1,0.00,skip,"rare total<5, rare docs<3"
towel animal,1,1,0.00,skip,"rare total<5, rare docs<3"
towel bunny,1,1,0.00,skip,"rare total<5, rare docs<3"
toy airplane,1,1,0.00,skip,"rare total<5, rare docs<3"
toy bag,1,1,0.00,skip,"rare total<5, rare docs<3"
toy bear,1,1,0.00,skip,"rare total<5, rare docs<3"
toy fish,1,1,0.00,skip,"rare total<5, rare docs<3"
toy frog,1,1,0.00,skip,"rare total<5, rare docs<3"
toy gnome,1,1,0.00,skip,"rare total<5, rare docs<3"
toy guitar,1,1,0.00,skip,"rare total<5, rare docs<3"
toy horse,1,1,0.00,skip,"rare total<5, rare docs<3"
toy house,1,1,0.00,skip,"rare total<5, rare docs<3"
toy kitchen,1,1,0.00,skip,"rare total<5, rare docs<3"
toy pig,1,1,0.00,skip,"rare total<5, rare docs<3"
toy rada,1,1,0.00,skip,"rare total<5, rare docs<3"
toy story,1,1,0.00,skip,"rare total<5, rare docs<3"
toy tank,1,1,0.00,skip,"rare total<5, rare docs<3"
toy tractor,1,1,0.00,skip,"rare total<5, rare docs<3"
toyota,1,1,0.00,skip,"rare total<5, rare docs<3"
toyota car,1,1,0.00,skip,"rare total<5, rare docs<3"
traci,1,1,0.00,skip,"rare total<5, rare docs<3"
trade,1,1,0.00,skip,"rare total<5, rare docs<3"
trade stand,1,1,0.00,skip,"rare total<5, rare docs<3"
tradewind,1,1,0.00,skip,"rare total<5, rare docs<3"
traditional chinese clothing,1,1,0.00,skip,"rare total<5, rare docs<3"
train seat,1,1,0.00,skip,"rare total<5, rare docs<3"
tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram,1,1,0.00,skip,"rare total<5, rare docs<3"
tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram,1,1,0.00,skip,"rare total<5, rare docs<3"
tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram,1,1,0.00,skip,"rare total<5, rare docs<3"
tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram tram,1,1,0.00,skip,"rare total<5, rare docs<3"
transformerss,1,1,0.00,skip,"rare total<5, rare docs<3"
transplant,1,1,0.00,skip,"rare total<5, rare docs<3"
transylvania,1,1,0.00,skip,"rare total<5, rare docs<3"
trash item,1,1,0.00,skip,"rare total<5, rare docs<3"
tread machine,1,1,0.00,skip,"rare total<5, rare docs<3"
tread tread,1,1,0.00,skip,"rare total<5, rare docs<3"
tread treading machine,1,1,0.00,skip,"rare total<5, rare docs<3"
tread treadmill,1,1,0.00,skip,"rare total<5, rare docs<3"
treading,1,1,0.00,skip,"rare total<5, rare docs<3"
treasure,1,1,0.00,skip,"rare total<5, rare docs<3"
treasure island,1,1,0.00,skip,"rare total<5, rare docs<3"
treat,1,1,0.00,skip,"rare total<5, rare docs<3"
tree limb,1,1,0.00,skip,"rare total<5, rare docs<3"
treocan,1,1,0.00,skip,"rare total<5, rare docs<3"
tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri,1,1,0.00,skip,"rare total<5, rare docs<3"
tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri,1,1,0.00,skip,"rare total<5, rare docs<3"
tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri tri,1,1,0.00,skip,"rare total<5, rare docs<3"
triangle,1,1,0.00,skip,"rare total<5, rare docs<3"
tribe,1,1,0.00,skip,"rare total<5, rare docs<3"
tribe film festival,1,1,0.00,skip,"rare total<5, rare docs<3"
tribute,1,1,0.00,skip,"rare total<5, rare docs<3"
trike,1,1,0.00,skip,"rare total<5, rare docs<3"
trim,1,1,0.00,skip,"rare total<5, rare docs<3"
trooper,1,1,0.00,skip,"rare total<5, rare docs<3"
tsunami,1,1,0.00,skip,"rare total<5, rare docs<3"
tsunami zone,1,1,0.00,skip,"rare total<5, rare docs<3"
tug,1,1,0.00,skip,"rare total<5, rare docs<3"
tug job,1,1,0.00,skip,"rare total<5, rare docs<3"
turducken,1,1,0.00,skip,"rare total<5, rare docs<3"
turkey burger,1,1,0.00,skip,"rare total<5, rare docs<3"
turkey vulture,1,1,0.00,skip,"rare total<5, rare docs<3"
turntable,1,1,0.00,skip,"rare total<5, rare docs<3"
tuscany,1,1,0.00,skip,"rare total<5, rare docs<3"
tutue dress,1,1,0.00,skip,"rare total<5, rare docs<3"
tuxed shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
tweet,1,1,0.00,skip,"rare total<5, rare docs<3"
twitter account,1,1,0.00,skip,"rare total<5, rare docs<3"
tyrant,1,1,0.00,skip,"rare total<5, rare docs<3"
udder place,1,1,0.00,skip,"rare total<5, rare docs<3"
uduvpo2xjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
ugly ugly sweater,1,1,0.00,skip,"rare total<5, rare docs<3"
ukraine,1,1,0.00,skip,"rare total<5, rare docs<3"
umbrella revolution,1,1,0.00,skip,"rare total<5, rare docs<3"
underwear,1,1,0.00,skip,"rare total<5, rare docs<3"
unicorn floater,1,1,0.00,skip,"rare total<5, rare docs<3"
united stat politic anniversary conflict,1,1,0.00,skip,"rare total<5, rare docs<3"
universal,1,1,0.00,skip,"rare total<5, rare docs<3"
universal universal universal universal universal universal universal universal universal universal universal universal universal universal universal universal universal,1,1,0.00,skip,"rare total<5, rare docs<3"
university,1,1,0.00,skip,"rare total<5, rare docs<3"
upcoming movie,1,1,0.00,skip,"rare total<5, rare docs<3"
upcoming tv sery,1,1,0.00,skip,"rare total<5, rare docs<3"
uploaded,1,1,0.00,skip,"rare total<5, rare docs<3"
upper deck,1,1,0.00,skip,"rare total<5, rare docs<3"
uq6dim2vjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
url,1,1,0.00,skip,"rare total<5, rare docs<3"
us president barack obama,1,1,0.00,skip,"rare total<5, rare docs<3"
usb,1,1,0.00,skip,"rare total<5, rare docs<3"
usb stick,1,1,0.00,skip,"rare total<5, rare docs<3"
uylchq33jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
vacation,1,1,0.00,skip,"rare total<5, rare docs<3, already in label list"
valencia,1,1,0.00,skip,"rare total<5, rare docs<3"
valve,1,1,0.00,skip,"rare total<5, rare docs<3"
vandenberg,1,1,0.00,skip,"rare total<5, rare docs<3"
vas,1,1,0.00,skip,"rare total<5, rare docs<3"
vatican vatican,1,1,0.00,skip,"rare total<5, rare docs<3"
vctravee,1,1,0.00,skip,"rare total<5, rare docs<3"
veg veg veg veg veg veg veg veg veg veg veg veg veg,1,1,0.00,skip,"rare total<5, rare docs<3"
vega,1,1,0.00,skip,"rare total<5, rare docs<3"
vega hockey team,1,1,0.00,skip,"rare total<5, rare docs<3"
vege,1,1,0.00,skip,"rare total<5, rare docs<3"
vege sla,1,1,0.00,skip,"rare total<5, rare docs<3"
vegetarian,1,1,0.00,skip,"rare total<5, rare docs<3"
vegetation,1,1,0.00,skip,"rare total<5, rare docs<3"
venice canal,1,1,0.00,skip,"rare total<5, rare docs<3"
venus,1,1,0.00,skip,"rare total<5, rare docs<3"
ver,1,1,0.00,skip,"rare total<5, rare docs<3"
versaille,1,1,0.00,skip,"rare total<5, rare docs<3"
vessel,1,1,0.00,skip,"rare total<5, rare docs<3"
vethisia,1,1,0.00,skip,"rare total<5, rare docs<3"
vf3sbenjjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
victim,1,1,0.00,skip,"rare total<5, rare docs<3"
victoria building,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20161226 111053mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20170105 162948mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20170105 163147mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20170105 163633mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20170105 164230mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200306 111252mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200309 163522mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200321 1627512mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200326 165430mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200702 133830mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200702 140108mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20181217 wa0005mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20181220,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20181220 wa0006mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20191019,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20191019 wa0000mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20200107 wa0000mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
vid-20200107 wa0001mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
video camera,1,1,0.00,skip,"rare total<5, rare docs<3"
villa restaurant,1,1,0.00,skip,"rare total<5, rare docs<3"
villain,1,1,0.00,skip,"rare total<5, rare docs<3"
vineyard,1,1,0.00,skip,"rare total<5, rare docs<3"
virginia,1,1,0.00,skip,"rare total<5, rare docs<3"
virtual headset,1,1,0.00,skip,"rare total<5, rare docs<3"
virtual virtual reality,1,1,0.00,skip,"rare total<5, rare docs<3"
visit,1,1,0.00,skip,"rare total<5, rare docs<3"
vitamin,1,1,0.00,skip,"rare total<5, rare docs<3"
vitamin d,1,1,0.00,skip,"rare total<5, rare docs<3"
vkgmsamljpg,1,1,0.00,skip,"rare total<5, rare docs<3"
volcano,1,1,0.00,skip,"rare total<5, rare docs<3"
voting,1,1,0.00,skip,"rare total<5, rare docs<3"
voting machine,1,1,0.00,skip,"rare total<5, rare docs<3"
vr headset,1,1,0.00,skip,"rare total<5, rare docs<3"
vw microboat,1,1,0.00,skip,"rare total<5, rare docs<3"
vwltryqhjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
wa0001mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
wa0005mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
wa0006mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
wa0007mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
wagon group,1,1,0.00,skip,"rare total<5, rare docs<3"
wanted poster,1,1,0.00,skip,"rare total<5, rare docs<3"
warming,1,1,0.00,skip,"rare total<5, rare docs<3"
warning beware,1,1,0.00,skip,"rare total<5, rare docs<3"
wash,1,1,0.00,skip,"rare total<5, rare docs<3"
wash machine,1,1,0.00,skip,"rare total<5, rare docs<3"
washing machine,1,1,0.00,skip,"rare total<5, rare docs<3"
watch chain,1,1,0.00,skip,"rare total<5, rare docs<3"
water bottle,1,1,0.00,skip,"rare total<5, rare docs<3"
water dispenser,1,1,0.00,skip,"rare total<5, rare docs<3"
water level,1,1,0.00,skip,"rare total<5, rare docs<3"
water lillie,1,1,0.00,skip,"rare total<5, rare docs<3"
water lily,1,1,0.00,skip,"rare total<5, rare docs<3"
water tower,1,1,0.00,skip,"rare total<5, rare docs<3"
water toy,1,1,0.00,skip,"rare total<5, rare docs<3"
waterfall slide,1,1,0.00,skip,"rare total<5, rare docs<3"
waterfront,1,1,0.00,skip,"rare total<5, rare docs<3"
waterfront town,1,1,0.00,skip,"rare total<5, rare docs<3"
watermell,1,1,0.00,skip,"rare total<5, rare docs<3"
watt,1,1,0.00,skip,"rare total<5, rare docs<3"
watt power supply,1,1,0.00,skip,"rare total<5, rare docs<3"
wave pattern,1,1,0.00,skip,"rare total<5, rare docs<3"
wear,1,1,0.00,skip,"rare total<5, rare docs<3"
weather clock,1,1,0.00,skip,"rare total<5, rare docs<3"
weather station,1,1,0.00,skip,"rare total<5, rare docs<3"
wedding ring,1,1,0.00,skip,"rare total<5, rare docs<3"
wheat,1,1,0.00,skip,"rare total<5, rare docs<3"
wheel chair,1,1,0.00,skip,"rare total<5, rare docs<3"
whiver,1,1,0.00,skip,"rare total<5, rare docs<3"
wild bird,1,1,0.00,skip,"rare total<5, rare docs<3"
wildlife,1,1,0.00,skip,"rare total<5, rare docs<3"
wildlife sanctuary,1,1,0.00,skip,"rare total<5, rare docs<3"
window open,1,1,0.00,skip,"rare total<5, rare docs<3"
window sie,1,1,0.00,skip,"rare total<5, rare docs<3"
window sing,1,1,0.00,skip,"rare total<5, rare docs<3"
wine cooler,1,1,0.00,skip,"rare total<5, rare docs<3"
wine finder wine finder screenshote screen,1,1,0.00,skip,"rare total<5, rare docs<3"
winery,1,1,0.00,skip,"rare total<5, rare docs<3"
winter palace,1,1,0.00,skip,"rare total<5, rare docs<3"
wireless,1,1,0.00,skip,"rare total<5, rare docs<3"
wizard,1,1,0.00,skip,"rare total<5, rare docs<3"
wlkvtucljpg,1,1,0.00,skip,"rare total<5, rare docs<3"
wolf,1,1,0.00,skip,"rare total<5, rare docs<3"
woman child smile,1,1,0.00,skip,"rare total<5, rare docs<3"
woman flower,1,1,0.00,skip,"rare total<5, rare docs<3"
woman hand,1,1,0.00,skip,"rare total<5, rare docs<3"
woman head,1,1,0.00,skip,"rare total<5, rare docs<3"
woman s hand,1,1,0.00,skip,"rare total<5, rare docs<3"
woman s lap,1,1,0.00,skip,"rare total<5, rare docs<3"
wonderful fran,1,1,0.00,skip,"rare total<5, rare docs<3"
wood cabinet,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden block,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden board,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden boardwalk,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden boat,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden brooch,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden cabin,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden counter,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden cross,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden display cabinet,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden heart,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden hoop,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden house,1,1,0.00,skip,"rare total<5, rare docs<3"
wooden ledge,1,1,0.00,skip,"rare total<5, rare docs<3"
